ckpt_strat,zero_grad,forward,loss,backward,step,total,other
Attention,0.7895231962203979,205.16476287841797,2.0355391979217528,524.0350402832031,247.2271301269531,979.2519897460937,2.8250564575195654
FFN,0.8721376121044159,206.48330383300782,2.0352799892425537,570.2600952148438,247.25427856445313,1026.9050903320312,2.9074127197265796
Blockwise,0.48911359906196594,207.90208740234374,2.043961596488953,655.8756591796875,249.3909118652344,1115.7017333984375,2.533074951171727
None,0.7716384112834931,208.45520935058593,2.0350719928741454,452.7519195556641,247.13328552246094,911.1471374511718,2.806723022460858
